name	length	species	type	subtype	description	classification
DNAX-21_DR	198	Danio_rerio	DNA	.	Non-autonomous DNA transposon from zebrafish	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat
DNAX-22_DR	639	Danio_rerio	DNA	MULE-MuDR	Non-autonomous DNA transposon from zebrafish	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Mutator-like_Element;MuDR
DNAX-23_DR	11801	Danio_rerio	DNA	.	Non-autonomous DNA transposon from zebrafish	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat
DNAX-24B_DR	565	Danio_rerio	DNA	PIF-Harbinger	Non-autonomous DNA transposon from zebrafish	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;PIF-like_Elements;Harbinger
DNAX-24_DR	576	Danio_rerio	DNA	PIF-Harbinger	Non-autonomous DNA transposon from zebrafish	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;PIF-like_Elements;Harbinger
DNAX-25_DR	3427	Danio_rerio	DNA	Zisupton	Non-autonomous DNA transposon from zebrafish	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Zisupton
DNAX-26_DR	236	Danio_rerio	DNA	PIF-Harbinger	Non-autonomous DNA transposon from zebrafish	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;PIF-like_Elements;Harbinger
DNAX-27_DR	1049	Danio_rerio	DNA	.	Non-autonomous DNA transposon from zebrafish	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat
DOC	4725	Drosophila_fruit_fly_genus	LINE	I-Jockey	DOC LINE-like retrotransposon.	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;R1-group;I-group;Jockey
DOC2_DM	4793	Drosophila_fruit_fly_genus	LINE	I-Jockey	DOC2_DM is a non-LTR retrotransposon.	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;R1-group;I-group;Jockey
DOC3_DM	4740	Drosophila_fruit_fly_genus	LINE	I-Jockey	DOC3_DM is a non-LTR retrotransposon.	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;R1-group;I-group;Jockey
DOC4_DM	2791	Drosophila_fruit_fly_genus	LINE	I-Jockey	DOC4_DM is a non-LTR retrotransposon	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;R1-group;I-group;Jockey
DOC5_DM	4682	Drosophila_fruit_fly_genus	LINE	I-Jockey	DOC5_DM is a non-LTR retrotransposon	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;R1-group;I-group;Jockey
DOC6_DM	4222	Drosophila_fruit_fly_genus	LINE	I-Jockey	DOC6_DM is a non-LTR retrotransposon	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;R1-group;I-group;Jockey
DRSATII	346	Danio	Satellite	.	Satellite sequence from zebrafish genome	Tandem_Repeat;Satellite
Dada-U1A_DR	10979	Danio_rerio	DNA	Dada	Dada-type DNA transposon from zebrafish	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Dada
Dada-U1B_DR	9528	Danio_rerio	DNA	Dada	Dada-type DNA transposon from zebrafish	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Dada
Dada-U6N1_DR	2401	Danio_rerio	DNA	Dada	Dada-type DNA transposon from zebrafish	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Dada
Dada-U6_DR	8963	Danio_rerio	DNA	Dada	Dada-type DNA transposon from zebrafish	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Dada
Dada-tA_DR	8672	Danio_rerio	DNA	Dada	Dada-type DNA transposon from zebrafish	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Dada
Dada-tL_DR	10407	Danio_rerio	DNA	Dada	Dada-type DNA transposon from zebrafish	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Dada
Daphne-27_DRe	1926	Danio_rerio	LINE	L2	L2-like non-LTR retrotransposon from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;CR1-group;L2-group;L2
ENSPM-2N_DR	1538	Danio_rerio	DNA	CMC-EnSpm	DNA transposon from zebrafish	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;CAA_element;CMC;EnSpm
ERV-1_LTR_ChrAsi	520	Chrysochloris_asiatica	LTR	ERVL	Long Terminal Repeat for an ERVL endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV3;ERVL
ERV1-1-I_DR	9909	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-1-LTR_DR	578	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-10_DR-I	3877	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-10_DR-LTR	423	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-1B_DR-I	9781	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-1B_DR-LTR	447	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-1C_DR-LTR	463	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-2-I_DR	10225	Danio_rerio	LTR	ERV-Foamy	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Spumaretrovirinae
ERV1-2-LTR_DR	884	Danio_rerio	LTR	ERV-Foamy	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Spumaretrovirinae
ERV1-2B-LTR_DR	1020	Danio_rerio	LTR	ERV-Foamy	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Spumaretrovirinae
ERV1-3-I_DR	7464	Danio_rerio	LTR	ERV1	Internal sequence of an endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-3-LTR_DR	391	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-4_DR-I	4103	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-4_DR-LTR	429	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-5_DR-I	5047	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-5_DR-LTR	1138	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-6_DR-I	7929	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-7_DR-I	6703	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-7_DR-LTR	571	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-8_DR-LTR	1125	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-9_DR-LTR	692	Danio_rerio	LTR	ERV1	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-I_DR	8246	Danio_rerio	LTR	ERV1	Internal sequence of an endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N1-I_DR	5517	Danio_rerio	LTR	ERV1	Internal sequence of a non-autonomous endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N1-LTR_DR	880	Danio_rerio	LTR	ERV1	zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N2-I_DR	2731	Danio_rerio	LTR	.	Internal sequence of a non-autonomous endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element
ERV1-N2-LTR_DR	794	Danio_rerio	LTR	.	zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element
ERV1-N3-I_DR	4591	Danio_rerio	LTR	ERV1	Internal sequence of a non-autonomous endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N3-LTR_DR	1409	Danio_rerio	LTR	ERV1	zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N3B-LTR_DR	1498	Danio_rerio	LTR	ERV1	zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N3C-LTR_DR	1585	Danio_rerio	LTR	ERV1	zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N3D-LTR_DR	1519	Danio_rerio	LTR	ERV1	zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N4-I_DR	3793	Danio_rerio	LTR	.	Internal sequence of a non-autonomous endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element
ERV1-N4-LTR_DR	821	Danio_rerio	LTR	.	zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element
ERV1-N5-I_DR	6136	Danio_rerio	LTR	ERV1	Internal sequence of a non-autonomous endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N5-LTR_DR	695	Danio_rerio	LTR	ERV1	zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N6-I_DR	4503	Danio_rerio	LTR	ERV1	Internal sequence of a non-autonomous endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N6-LTR_DR	439	Danio_rerio	LTR	ERV1	zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N7-I_DR	8568	Danio_rerio	LTR	ERV1	Internal sequence of a non-autonomous endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N7-LTR_DR	688	Danio_rerio	LTR	ERV1	zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N8-I_DR	6801	Danio_rerio	LTR	ERV1	Internal sequence of a non-autonomous endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N8-LTR_DR	577	Danio_rerio	LTR	ERV1	zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N9-I_DR	4956	Danio_rerio	LTR	ERV1	Internal sequence of an endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N9-LTR_DR	1410	Danio_rerio	LTR	ERV1	Long terminal repeat of an endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1-N9B-LTR_DR	1434	Danio_rerio	LTR	ERV1	Long terminal repeat of an endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1_DR-I	8416	Danio	LTR	ERV1	Internal sequence of an endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV1_DR-LTR	530	Danio	LTR	ERV1	Long terminal repeat of an endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV24B_Prim	7613	Primates	LTR	ERV1	ERV1 retrotransposon, ERV24B_Prim subfamily	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV24_Prim	7575	Primates	LTR	ERV1	ERV1 retrotransposon, ERV24_Prim subfamily	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV2B-LTR_DR	558	Danio_rerio	LTR	ERV1	Long terminal repeat of an endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV2_DR-I	3091	Danio	LTR	ERV1	Internal sequence of an endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV2_DR-LTR	586	Danio	LTR	ERV1	Long terminal repeat of an endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV3-16A3_I	5226	Eutheria	LTR	ERVL	Internal region of an ERVL endogenous retrovirus, ERV3-16A3_I subfamily	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV3;ERVL
ERV3-16A3_LTR	422	Eutheria	LTR	ERVL	Long terminal repeat, ERV3-16A3_LTR subfamily	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV3;ERVL
ERV3_DR-I	9338	Danio_rerio	LTR	ERV1	Internal sequence of an endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV3_DR_LTR	1005	Danio_rerio	LTR	ERV1	Long terminal repeat of an endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV4_DR-I	6893	Danio_rerio	LTR	ERV1	Internal sequence of an endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV4_DR-LTR	331	Danio_rerio	LTR	ERV1	Long terminal repeat of an endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERV5_DR_LTR	435	Danio_rerio	LTR	ERV1	Long terminal repeat of an endogenous retrovirus from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
ERVB2_1-I_MM	6934	Mus_musculus	LTR	ERVK	Mouse endogenous beta retrovirus ERVB2_1, internal sequence.	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV2
ERVB2_1A-I_MM	7062	Mus_musculus	LTR	ERVK	Internal portion of ERV2 Endogenous Retrovirus from mouse musculus.	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV2
ERVB3_1-I_MM	5416	Mus_musculus	LTR	ERVK	Mouse endogenous betaretrovirus ERVB3_1 internal sequence.	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV2
ERVB3_1-LTR_MM	519	Mus_musculus	LTR	ERVK	Mouse endogenous betaretrovirus ERVB3_1 LTR sequence.	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV2
ERVB4_1-I_MM	8316	Mus_musculus	LTR	ERVK	Mouse endogenous betaretrovirus ERVB4_1 internal sequence.	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV2
ERVB4_1-LTR_MM	521	Mus_musculus	LTR	ERVK	Mouse endogenous betaretrovirus ERVB4_1 LTR sequence.	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV2
ERVB4_1B-I_MM	4288	Mus_musculus	LTR	ERVK	Mouse endogenous betaretrovirus ERVB4_1B LTR subfamily (internal portion).	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV2
ERVB4_1B-LTR_MM	522	Mus_musculus	LTR	ERVK	Mouse endogenous betaretrovirus ERVB4_1B LTR subfamily (LTR portion).	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV2
ERVB4_1C-LTR_Mm	515	Mus_mouse_genus	LTR	ERVK	Long terminal repeat of ERV2 Endogenous Retrovirus from mouse.	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV2
ERVB4_2-I_MM	8374	Mus_musculus	LTR	ERVK	Mouse endogenous betaretrovirus ERVB4_2 internal sequence.	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV2
